source_id,name,language,cca,coverage,covered_area,url
22,Ethical Corporation,en,GB,global,world,http://www.ethicalcorp.com/
220,Urgente 24,es,AR,global,world,http://www.urgente24.com/
221,minutouno,es,AR,global,world,http://www.minutouno.com/
222,Perfil,es,AR,global,world,http://www.perfil.com/
223,El Espectador,es,CO,global,world,http://www.elespectador.com/
224,El Tiempo,es,CO,global,world,http://www.eltiempo.com/
225,Portafolio,es,CO,global,world,http://www.portafolio.co/
226,El Heraldo,es,CO,global,world,http://www.elheraldo.co/
227,El Universal,es,VE,global,world,http://www.eluniversal.com/
228,El Mundo Venezuela,es,VE,global,world,http://www.elmundo.com.ve/
229,�_ltimas Noticias,es,VE,global,world,http://www.ultimasnoticias.com.ve/
23,Forbes,en,US,global,world,http://www.forbes.com/
230,Gestion Peru Economia feed,es,PE,global,world,http://gestion.pe/
231,El Observador Uruguay,es,UY,global,world,http://www.elobservador.com.uy/
232,Agence France Presse,en,FR,global,world,https://www.afp.com/
233,supplymanagement,en,GB,global,world,http://www.cips.org/
234,Columbia Journalism Review,en,US,global,world,http://www.cjr.org/
235,Folha de S.Paolo (en),en,BR,national,brazil,http://www1.folha.uol.com.br/
236,Athens News Agency (en),en,GR,national,greece,http://www.amna.gr/
237,Human Rights Watch,en,US,global,world,https://www.hrw.org/
238,CIWM Journal,en,GB,global,world,http://www.ciwm-journal.co.uk/
239,Planning Resource,en,GB,global,world,http://www.planningresource.co.uk/
24,GreenBiz,en,US,global,world,https://www.greenbiz.com/
240,EE Times,en,US,global,world,http://www.eetimes.com/
241,Business Green,en,GB,global,world,http://www.businessgreen.com/
242,Renewable Energy from Waste,en,US,global,world,http://www.rewmag.com/
243,Asia One,en,SG,global,world,http://asiaone.com/
244,Above the Law,en,US,global,world,http://abovethelaw.com/
245,Open Source,en,US,global,world,https://opensource.com/
246,Bloomberg News,en,US,global,world,http://www.bloomberg.com/
247,business insider,en,US,global,world,http://www.businessinsider.com/
248,justmeans,en,US,global,world,http://www.justmeans.com/
249,National Post,en,CA,national,canada,http://www.nationalpost.com/
25,Greenpeace,en,NL,global,world,http://www.greenpeace.org/
250,Xinhua,en,CN,national,china,http://www.chinaview.cn/
251,The Norway Post,en,NO,national,norway,http://www.norwaypost.no/
252,El Confidencial,es,ES,global,world,http://www.elconfidencial.com/
253,La Vanguardia,es,ES,global,world,http://www.lavanguardia.com/
254,Libertad Digital,es,ES,global,world,http://www.libertaddigital.com/
255,El Financiero,es,MX,global,world,http://www.elfinanciero.com.mx/
256,El Universal,es,MX,global,world,http://eluniversal.com.mx/
257,Exc̩lsior,es,MX,national,mexico,http://www.excelsior.com.mx/
258,Mundo Ejecutivo,es,MX,global,world,http://mundoejecutivo.com.mx/
259,SDP noticias,es,MX,global,world,http://www.sdpnoticias.com/
26,Haaretz,en,IL,national,israel,http://www.haaretz.com/
260,El Cronista Comercial,es,AR,global,world,http://www.cronista.com/
261,Infobae,es,AR,global,world,http://www.infobae.com/
262,Página 12,es,AR,national,argentina,http://www.pagina12.com.ar/
263,La Razón Argentina,es,AR,global,world,http://larazon.com.ar/
264,iProfesional,es,AR,global,world,http://www.iprofesional.com/
265,El Universal,es,CO,global,world,http://www.eluniversal.com.co/
266,El Nuevo Siglo,es,CO,global,world,http://www.elnuevosiglo.com.co/
267,Banca y Negocios,es,VE,global,world,http://www.bancaynegocios.com/
268,Finanzas Digital,es,VE,global,world,http://www.finanzasdigital.com/
269,Tal Cual Digital,es,VE,global,world,http://www.talcualdigital.com/
27,Helsinki Times,en,FI,national,finland,http://www.helsinkitimes.fi/
270,Semana Economica,es,PE,global,world,http://semanaeconomica.com/
271,Diario del Pueblo,es,UY,global,world,http://www.diarioelpueblo.com.uy/
272,recode,en,US,global,world,http://recode.net/
273,Newsweek,en,US,global,world,http://www.newsweek.com/
274,The News,en,MX,global,world,http://thenews.mx/
275,The Japan News,en,JP,national,japan,http://the-japan-news.com/
276,Tehran Times,en,IR,global,world,http://www.tehrantimes.com/
277,Globe News Wire,en,US,global,world,http://globenewswire.com/
278,El Pa�_s,es,ES,global,world,http://elpais.com/
279,El Diario,es,ES,global,world,http://www.eldiario.es/
28,The Huffington Post,en,US,global,world,http://www.huffingtonpost.com/
280,Proceso,es,MX,global,world,http://www.proceso.com.mx/
281,SinEmbargo MX,es,MX,global,world,http://www.sinembargo.mx/
282,Vanguardia,es,CO,global,world,http://www.vanguardia.com/
283,El Nacional,es,VE,global,world,http://www.el-nacional.com/
284,Producto,es,VE,global,world,http://www.producto.com.ve/
285,La Industria,es,PE,global,world,http://laindustria.pe/
286,South China Morning Star,en,,global,world,http://www.scmp.com/
287,180,es,UY,global,world,http://180.com.uy/
288,El Economista M̩xico,es,MX,global,world,http://eleconomista.com.mx/
289,Terra,es,CO,global,world,https://www.terra.com.co/
29,Hurriet Daily News,en,TR,national,turkey,http://www.hurriyetdailynews.com/
290,Food Manufacture,en,GB,national,uk,http://www.foodmanufacture.co.uk/
291,Vice Motherboard,en,GB,global,world,http://motherboard.vice.com/
292,Intereconomia,es,ES,global,world,http://intereconomia.com/
293,Noticias Bancarias,es,ES,global,world,http://noticiasbancarias.com/
294,Canal Once,es,MX,global,world,http://oncetv-ipn.net/
295,Palco 23,es,ES,global,world,http://palco23.com/
296,Grupo Radio Centro,es,MX,global,world,http://radiocentro.com/
297,Radio Trece,es,MX,global,world,http://radiotrece.com.mx/
298,RED FM,es,MX,global,world,http://redfm.mx/
299,Sabemos Digital,es,ES,global,world,http://sabemos.es/
3,All Africa,en,US,global,world,http://www.allafrica.com/
30,Intl Business Times India,en,IN,global,world,http://www.ibtimes.co.in/
300,ABC Sevilla,es,ES,global,world,http://sevilla.abc.es/
301,Siempre 889,es,MX,global,world,http://siempre889.mx/
302,Valencia Plaza,es,ES,global,world,http://valenciaplaza.com/
303,W Radio,es,MX,global,world,http://wradio.com.mx/
304,20 Minutos Mexico,es,MX,global,world,http://www.20minutos.com.mx/
305,Antena 3,es,ES,global,world,http://www.antena3.com/
306,Bolsamania,es,ES,global,world,http://www.bolsamania.com/
307,Canal 22,es,MX,global,world,http://www.canal22.org.mx/
308,Canal Sur,es,ES,global,world,http://www.canalsur.es/
309,Canal Sur Radio,es,ES,global,world,http://www.canalsur.es/radio-555.html
31,The Independent,en,GB,global,world,http://www.independent.co.uk/
310,Capital FM,es,MX,global,world,http://www.capitalfm.mx/morelia/
311,Catalunya Radio,es,ES,global,world,http://www.ccma.cat/catradio/
312,TV3,es,ES,global,world,http://www.ccma.cat/tv3/
313,CLM24,es,ES,global,world,http://www.clm24.es/
314,Cadena Cope,es,ES,global,world,http://www.cope.es/
315,Radio Galega,es,ES,global,world,http://www.crtvg.es/rg
316,Televison de Galicia,es,ES,global,world,http://www.crtvg.es/tvg
317,Cuatro,es,ES,global,world,http://www.cuatro.com/
318,El Diario Vasco,es,ES,global,world,http://www.diariovasco.com/
319,E-Consulta,es,MX,global,world,http://www.e-consulta.com/
32,The Japan Times,en,JP,global,world,http://www.japantimes.co.jp/
320,Economia Hoy,es,MX,global,world,http://www.economiahoy.mx/
321,EFE,es,ES,global,world,http://www.efe.com/
322,EITB,es,ES,national,spain,http://www.eitb.eus/
323,Radio Euskadi,es,ES,national,spain,http://www.eitb.eus/es/radio/
324,El Correo,es,ES,global,world,http://www.elcorreo.com/
325,El Espanol,es,ES,global,world,http://www.elespanol.com/
326,El Financiero Bloomberg,es,MX,global,world,http://www.elfinanciero.com.mx/tv
327,El Mundo,es,ES,global,world,http://www.elmundo.es/
328,El Universal Mexico,es,MX,global,world,http://www.eluniversal.com.mx/
329,Estrategias de inversion,es,ES,global,world,http://www.estrategiasdeinversion.com/
33,Japan Today,en,JP,national,japan,http://www.japantoday.com/
330,Faro de Vigo,es,ES,national,spain,http://www.farodevigo.es/
331,Finanzas,es,ES,national,spain,http://www.finanzas.com/
332,Hispanidad,es,ES,national,spain,http://www.hispanidad.com/
333,Imagen Telecomunicaciones,es,MX,national,mexico,http://www.imagen.com.mx/
334,Grupo Imagen Radio,es,MX,national,mexico,http://www.imagenradio.com.mx/
335,90.5 Radio,es,MX,national,mexico,http://www.imagenradio.com.mx/transmision-en-vivo
336,Instituto Mexicano de la Radio,es,MX,national,mexico,http://www.imer.mx/
337,La Jornada,es,MX,global,world,http://www.jornada.com.mx/
338,La Informacion,es,ES,global,world,http://www.lainformacion.com/
339,La Opinion,es,ES,national,spain,http://www.laopinion.es/
34,The Daily Nation,en,KE,global,world,http://www.nation.co.ke/
340,La Sexta,es,ES,national,spain,http://www.lasexta.com/
341,Las Provincias,es,ES,global,world,http://www.lasprovincias.es/
342,La voz de galicia,es,ES,national,spain,http://www.lavozdegalicia.es/
343,Madridiario,es,ES,national,spain,http://www.madridiario.es/
344,Milenio,es,MX,global,world,http://www.milenio.com/
345,MVS Radio,es,MX,national,mexico,http://www.mvsradio.com/
346,NRM Comunicaciones,es,MX,national,mexico,http://www.nrm.com.mx/
347,ABC Radio,es,MX,national,mexico,http://www.oem.com.mx/abcradio/
348,Onda Cero,es,ES,national,spain,http://www.ondacero.es/
349,Proyecto 40,es,MX,national,mexico,http://www.proyecto40.com/
35,news24,en,ZA,global,world,http://www.news24.com/
350,Radio Formula,es,MX,national,mexico,http://www.radioformula.com.mx/
351,Reporte 98.5,es,MX,national,mexico,http://www.reporte.com.mx/
352,RTVE,es,ES,national,spain,http://www.rtve.es/
353,Superdeporte,es,ES,national,spain,http://www.superdeporte.es/
354,Tele Cinco,es,ES,national,spain,http://www.telecinco.es/
355,Tele Madrid,es,ES,local,spain,http://www.telemadrid.es/
356,Televisa,es,ES,national,spain,http://www.televisa.com/
357,TV Azteca,es,MX,national,mexico,http://www.tvazteca.com/
358,Vozpopuli,es,ES,national,spain,http://www.vozpopuli.com/
359,BBVA Open 4U,es,ES,global,world,https://bbvaopen4u.com/
36,The New York Times,en,US,national,usa,http://www.nytimes.com/
360,Alerta Chiapas,es,MX,national,mexico,https://www.alertachiapas.com
361,Capital Madrid,es,ES,local,spain,https://www.capitalmadrid.com
362,Reason.com,en,US,national,united states,http://reason.com/
363,America Magazine,en,US,national,united states,http://www.americamagazine.org/
364,Elektec,en,US,national,united states,https://electrek.co
365,Colombia.com,es,CO,national,colombia,http://www.colombia.com/
366,Dinero,es,CO,global,world,http://www.dinero.com/
367,El Colombiano,es,CO,global,world,http://www.elcolombiano.com/
368,El Pais Colombia,es,CO,national,colombia,http://www.elpais.com.co/
369,Terra Colombia,es,CO,national,colombia,https://terra.com.co/
37,New Zealand Herald,en,NZ,national,new zealand,http://www.nzherald.co.nz/
370,Cable Noticias,es,CO,global,world,http://www.cablenoticias.tv/
371,Canal tr3ce,es,CO,national,colombia,http://www.canaltr3ce.co/
372,Caracol,es,CO,national,colombia,http://www.caracoltv.com/
373,El Tiempo Television,es,CO,global,world,http://www.eltiempo.com/eltiempo-television
374,Canal Tro,es,CO,national,colombia,http://www.canaltro.com/
375,Canal RCN,es,CO,national,colombia,http://www.canalrcn.com/
376,Canal Uno,es,CO,national,colombia,http://www.canaluno.com.co/
377,City TV,es,CO,national,colombia,http://www.citytv.com.co/
378,El Dia,es,CO,national,colombia,http://www.eldia.tv/
379,E! Entertainment,es,CO,national,colombia,http://la.eonline.com/andes/
38,Pravda,en,RU,global,world,http://www.pravdareport.com/
380,NTN24,es,CO,national,colombia,http://www.ntn24.com/
381,Teleamiga,es,CO,national,colombia,http://www.teleamiga.com/
382,Tele Antioquia,es,CO,national,colombia,http://www.teleantioquia.co/
383,Telecafe,es,CO,national,colombia,http://telecafe.gov.co/
384,Telecaribe,es,CO,national,colombia,http://www.telecaribe.co/
385,Telepacifico,es,CO,national,colombia,http://www.telepacifico.com/
386,Antena 2,es,CO,national,colombia,http://www.antena2.com.co/
387,Blu Radio,es,CO,national,colombia,http://www.bluradio.com/
388,Caracol Radio,es,CO,national,colombia,http://caracol.com.co/
389,Colmundo,es,CO,national,colombia,http://www.colmundoradio.com.co/
39,Reuters,en,GB,global,world,http://www.reuters.com/
390,La Carinosa,es,CO,national,colombia,http://www.lacarinosa.com/
391,LA FM,es,CO,national,colombia,http://www.lafm.com.co/
392,W Radio Colombia,es,CO,national,colombia,http://www.wradio.com.co/
393,Melodia Radio,es,CO,national,colombia,http://www.cadenamelodia.com/
394,RCN Radio Clasica,es,CO,national,colombia,http://www.rcnclasica.com/
395,Radio Santa Fe,es,CO,national,colombia,http://www.radiosantafe.com/
396,La Superestacion,es,CO,national,colombia,http://www.cadenasuper.com/
397,Todelar Radio,es,CO,national,colombia,http://www.todelar.com/
398,Extra,es,CO,national,colombia,http://boyaca.extra.com.co/
399,Pagina 12,es,AR,global,world,https://www.pagina12.com.ar/
4,CNN,en,US,global,world,http://cnn.com/
40,Salon,en,US,global,world,http://www.salon.com/
400,Ole,es,AR,national,argentina,http://www.ole.com.ar/
401,La Razon Argentina,es,AR,global,world,http://www.larazon.com.ar/
402,Diario 26,es,AR,national,argentina,http://www.diario26.com/
403,America TV,es,AR,national,argentina,http://www.americatv.com.ar/
404,c5n,es,AR,national,argentina,http://www.c5n.com/
405,TV Publica,es,AR,national,argentina,http://www.tvpublica.com.ar/
406,Canal 9,es,AR,national,argentina,http://www.canal9.com.ar/
407,El Trece,es,AR,national,argentina,http://www.eltrecetv.com.ar/
408,Cronica TV,es,AR,national,argentina,http://www.cronica.com.ar/
409,Telefe,es,AR,national,argentina,http://telefe.com/
41,Shanghai Daily,en,CN,national,china,http://www.shanghaidaily.com/
410,Blue FM,es,AR,national,argentina,http://bluefm.com.ar/home/
411,Radio Continental,es,AR,national,argentina,http://www.continental.com.ar/
412,Radio del Plata,es,AR,national,argentina,http://www.amdelplata.com/
413,Frecuencia Zero,es,AR,national,argentina,http://www.frecuenciazero.com.ar/
414,La Red,es,AR,national,argentina,http://www.lared.am/
415,Metro 951,es,AR,national,argentina,http://www.metro951.com/home/
416,Mitre,es,AR,national,argentina,http://radiomitre.cienradios.com/
417,Radio Elmundo,es,AR,national,argentina,http://www.elmundo1070.com/
418,RQP,es,AR,national,argentina,http://www.rqp.fm/
419,Los Andres,es,AR,national,argentina,http://www.losandes.com.ar/
42,Sydney Morning Herald,en,AU,national,australia,http://www.smh.com.au/
420,Informate Salta,es,AR,national,argentina,http://informatesalta.com.ar/
421,MDZ,es,AR,national,argentina,http://www.mdzol.com/
422,Cadena 3,es,AR,national,argentina,http://www.cadena3.com/
423,Telam,es,AR,global,world,http://www.telam.com.ar/
424,La Gaceta,es,AR,global,world,http://www.lagaceta.com.ar/
425,Diario Democracia,es,AR,national,argentina,http://www.diariodemocracia.com/
426,Dia a dia,es,AR,national,argentina,http://www.diaadia.com.ar/
427,AVN,es,VE,global,world,http://www.avn.info.ve/
428,Cavespa,es,VE,national,venezuela,http://www.cavespa.com/
429,De Inmediato,es,VE,national,venezuela,http://deinmediato.com.ve/
43,Der Spiegel (en),en,DE,global,world,http://www.spiegel.de/
430,Noticias24,es,VE,global,world,http://www.noticias24.com/
431,Publicidad y Mercadeo,es,VE,national,venezuela,https://www.publicidadymercadeo.net/
432,VTV,es,VE,global,world,http://vtv.gob.ve/
433,Globovision,es,VE,global,world,http://globovision.com/
434,Televen,es,VE,national,venezuela,http://www.televen.com/
435,Venevision,es,VE,national,venezuela,http://www.venevision.com/
436,Actualidad Venezuela,es,VE,national,venezuela,http://actualidadvenezuela.org/
437,Circuitos Radio Venezuela,es,VE,national,venezuela,http://www.radiovenezuela.com.ve/beta/index.html
438,Exitos FM,es,VE,national,venezuela,http://exitosfm.com/
439,La Nueva Magica FM,es,VE,national,venezuela,http://magicafm.com/
44,The Telegraph,en,GB,global,world,http://www.telegraph.co.uk/
440,La Romantica FM,es,VE,national,venezuela,http://laromantica.fm/
441,Red Musik FM,es,VE,national,venezuela,http://www.redmusikfm.com/
442,Onda FM,es,VE,national,venezuela,http://ondalasuperestacion.com/
443,Planeta FM,es,VE,national,venezuela,http://www.planeta105fm.com/
444,Play FM,es,VE,national,venezuela,http://playfmnetwork.com/
445,Radio Capital FM,es,VE,national,venezuela,http://capital903fm.com/
446,Ven FM,es,VE,national,venezuela,http://www.venfm.com/advantafm/
447,Radion Mundial,es,VE,national,venezuela,http://www.radiomundial.com.ve/
448,Dinero,es,VE,national,venezuela,http://www.dinero.com.ve/
449,The Daily Progress,en,US,national,united states,http://www.dailyprogress.com/
45,The Australian,en,AU,global,world,http://www.theaustralian.com.au/
450,Star-Telegram,en,US,global,world,http://www.star-telegram.com/
451,The Korean Times,en,KR,global,world,https://www.koreatimes.co.kr
452,Orlando Sentinel,en,US,global,world,http://www.orlandosentinel.com/
453,SpaceCoast Daily,en,US,national,united states,http://spacecoastdaily.com/
454,Ottawa Citizen,en,CA,global,world,http://ottawacitizen.com/
455,Sputnik News,en,US,global,world,https://sputniknews.com/
456,The National,en,AE,global,world,http://www.thenational.ae/
457,Defense News,en,US,national,united states,http://www.defensenews.com/
458,Military Times,en,US,national,united states,https://www.militarytimes.com/
459,Air Force Times,en,US,national,united states,https://www.airforcetimes.com/
46,The East African,en,KE,global,world,http://www.theeastafrican.co.ke/
460,Newsmax,en,US,global,world,http://www.newsmax.com/
461,ThinkProgress,en,US,national,united states,https://thinkprogress.org/
462,The Atlantic,en,US,global,world,https://www.theatlantic.com/
463,San Francisco Chronicle,en,US,global,world,http://www.sfchronicle.com/
464,Greentech Media,en,US,global,world,https://www.greentechmedia.com
465,Christian Headlines,en,US,global,world,http://www.christianheadlines.com/rss/
466,Christian Post,en,US,global,world,http://www.christianpost.com/
467,Christian Today,en,US,global,world,http://www.christiantoday.com/
468,One News Now,en,US,national,world,http://www.onenewsnow.com/
469,Candy Industry,en,US,global,world,http://www.candyindustry.com/
47,The Ecologist,en,GB,global,world,http://www.theecologist.org/
470,CauseBecause,en,IN,national,india,http://causebecause.com/
471,Food & Beverages,en,AU,global,world,https://foodmag.com.au/
472,Environmental Leader,en,US,global,world,http://www.environmentalleader.com/
473,NY Daily News,en,US,global,world,http://www.nydailynews.com/
474,Whitman Wire,en,US,national,united states,http://whitmanwire.com/
475,Times Record,en,US,global,world,http://www.swtimes.com/
476,Packaging World,en,US,global,world,http://www.packworld.com/
477,Arkansas News,en,US,national,united states,http://www.arkansasnews.com/
478,Bakery and Snacks,en ,US,global,world,http://www.bakeryandsnacks.com/
479,Food Processing,en,US,global,world,http://www.foodprocessing.com/
48,The Globe and Mail,en,CA,global,world,http://www.theglobeandmail.com/
480,Food Safety Magazine,en,US,global,world,http://www.foodsafetymagazine.com/
481,Lincoln Journal Star,en,US,national,united states,http://journalstar.com/
482,Packaging Digest,en,US,national,united states,http://www.packagingdigest.com/
483,Good Fruit Grower,en,US,global,world,http://www.goodfruit.com/
484,Care2,en,US,global,world,http://www.care2.com/
485,Politico,en,US,national,united states,http://www.politico.com/
486,Confectionery News,en,US,global,world,http://www.confectionerynews.com/
487,Quality Assurance & Food Safety,en,US,global,world,http://www.qualityassurancemag.com/
488,The Mic,en,US,global,world,https://mic.com/
489,Rubber News,en,US,global,world,http://www.rubbernews.com/
49,Hindu Business Line,en,IN,national,india,http://www.thehindubusinessline.com/
490,Plastic News,en,US,global,world,http://www.plasticsnews.com/
491,Pension & Investment,en,US,national,united states,http://www.pionline.com/
492,TIrebusiness,en,US,global,world,http://www.tirebusiness.com/
493,Automotive News,en,US,global,world,http://www.autonews.com/
