source_id,name,language,cca,coverage,covered_area,url
494,Smithsonian.com,en,US,global,world,http://www.smithsonianmag.com/
495,The Northbay Business Journal,en,US,national,united states,http://www.northbaybusinessjournal.com/
496,Mining Review Africa,en,ZA,global,world,https://www.miningreview.com/
497,EWeek,en,US,global,world,http://www.eweek.com/
498,Bangkok Post,en,TH,global,world,http://www.bangkokpost.com/
499,Slate,en,US,global,united states,http://www.slate.com/
5,Nova Gazeta,en,RU,national,russia,http://en.novayagazeta.ru/
50,The Local SE,en,SE,global,world,https://www.thelocal.se/
500,Livescience,en,US,global,world,http://www.livescience.com/
501,The Daily Beast,en,US,global,world,http://www.thedailybeast.com/
502,The Hill,en,US,global,world,http://thehill.com/
503,Newsy,en,US,global,world,http://www.newsy.com/
504,CNET,en,US,global,world,https://www.cnet.com/
505,Space.com,en,US,global,world,http://www.space.com/
506,The Philadelphia Citizen,en,US,national,united states,http://thephiladelphiacitizen.org/
507,The Denver Post,en,US,global,world,http://www.denverpost.com/
508,The Seattle Times,en,US,national,united states,http://www.seattletimes.com/
509,Pro Publica,en,US,global,world,https://www.propublica.org/
51,The Moscow Times,en,RU,national,russia,http://www.themoscowtimes.com/
510,Newsday,en,US,global,world,http://www.newsday.com/
511,UPI,en,US,global,world,http://www.upi.com/
512,Raw Story,en,US,national,united states,http://www.rawstory.com/
513,Consumerist,en,US,national,united states,https://consumerist.com/
514,Roll Call,en,US,national,united states,http://www.rollcall.com/
515,The Commercial Appeal,en,US,national,united states,http://www.commercialappeal.com/
516,South China Morning Post,en,CH,global,world,http://www.scmp.com/
517,Information Week,en,US,national,united states,http://www.informationweek.com/
518,Herald Sun,en,AU,global,world,http://www.heraldsun.com.au/
519,Deseret News,en,US,global,world,http://www.deseretnews.com/
52,The HK Standard,en,HK,national,hongkong,http://www.thestandard.com.hk/
520,Russia Today (RT),en,RU,global,world,https://www.rt.com/
521,The Chosunilbo,en,KR,global,world,http://english.chosun.com/
522,Hindustan Times,en,IN,global,world,http://www.hindustantimes.com/
523,Dutch News,en,NL,national,netherlands,http://www.dutchnews.nl/
524,Kyodo News,en,JP,national,japan,http://english.kyodonews.jp/
525,The West Australian ,en,AU,global,world,https://au.news.yahoo.com/thewest/
526,The Center for Public Integrity,en,US,national,united states,https://www.publicintegrity.org/
527,Crain's New York Business,en,US,national,united states,http://www.crainsnewyork.com/
528,The Star (Malaysia),en,MY,global,world,http://www.thestar.com.my/
529,IT Wire ,en,US,global,world,http://www.itwire.com/
53,TheStreet,en,US,global,world,http://www.thestreet.com/
530,WNYC,en,US,national,united states,http://www.wnyc.org/
531,El Pais,es,ES,global,world,http://www.elpais.com/
532,El Cronista,es,MX,global,world,http://elcronista.com.mx/
533,Times Colonist,en,CA,global,world,http://www.timescolonist.com/
534,Quanta Magazine,en,US,global,world,https://www.quantamagazine.org
535,Al Arabia,en,AE,global,world,https://english.alarabiya.net/
536,Pakistan Today,en,PK,global,world,http://www.pakistantoday.com.pk/
537,The Lawyer,en,GB,global,world,https://www.thelawyer.com/
538,The Daily Herald,en,US,national,united states,http://www.columbiadailyherald.com/
539,UK Market News,en,GB,national,united kingdom,http://www.ftsenews.co.uk/
54,Treehugger,en,GE,global,world,http://www.treehugger.com/
540,WATE,en,US,national,united states,http://wate.com/
541,WA Today,en,AU,global,world,http://www.watoday.com.au/
542,Tech News World,en,US,global,world,http://www.technewsworld.com/
543,The Huffington Post Australia,en,AU,global,world,http://www.huffingtonpost.com.au/
544,Euronews,en,FR,global,world,http://www.euronews.com/
545,GGR Asia,en,MO,regional,asia,https://www.ggrasia.com
546,Science,en,US,global,world,http://www.sciencemag.org/
547,Calgary Sun,en,CA,global,world,http://www.calgarysun.com/
548,Metro Weekly,en,US,national,united states,http://www.metroweekly.com/
549,Gulf News,en,AE,global,world,http://gulfnews.com/
55,Triple Pundit,en,US,global,world,http://www.triplepundit.com/
550,Boston Curbed,en,US,national,world,http://boston.curbed.com/
551,The Daily Record,en,US,national,united states,http://thedailyrecord.com/
552,Australian Times,en,GB,national,australia,http://www.australiantimes.co.uk/
553,Asharq Al-Awsat,en,GB,global,world,http://english.aawsat.com/
554,SiliconValley.com,en,US,national,united states,http://www.siliconvalley.com/
555,The Malibu Times,en,US,national,united states,http://www.malibutimes.com/
556,Investing.com,en,US,global,world,http://investing.com/
557,Minuto30,es,CO,global,world,http://www.minuto30.com/
558,MENA FN,en,JO,global,world,http://menafn.com/
559,Daily Monitor,en,UG,national,uganda,http://www.monitor.co.ug/
56,Wall Street Journal,en,US,global,world,http://www.wsj.com/
560,The Herald,en,ZW,national,zimbabwe,http://www.herald.co.zw/
561,New Zimbabwe,en,ZW,national,zimbabwe,http://www.newzimbabwe.com/
562,New Era,en,,national,namibia,https://www.newera.com.na/
563,Plus55,en,BR,national,brasil,http://plus55.com/
564,The Citizen,en,TZ,national,tanzania,http://www.thecitizen.co.tz/
565,The Star (KE),en,KE,national,kenya,http://www.the-star.co.ke/
566,EAStandard,en,KE,national,kenya,http://eastandard.net/
567,Africa Science News,en,KE,global,world,http://africasciencenews.org/
568,The National,en,NG,national,nigeria,http://thenationonlineng.net/
569,This Day,en,NG,national,nigeria,http://www.thisdaylive.com/
57,ZDNet,en,US,global,world,http://www.zdnet.com/
570,PM News NIgeria,en,NG,national,nigeria,http://www.pmnewsnigeria.com/
571,Point Blank News,en,NG,national,nigeria,http://pointblanknews.com/pbn/
572,Premium Times ,en,NG,national,nigeria,http://www.premiumtimesng.com/
573,African Spotlight,en,NG,national,nigeria,http://africanspotlight.com/
574,Business Day Online,en,NG,national,nigeria,http://www.businessdayonline.com/
575,Independent Nigeria,en,NG,national,nigeria,http://independentnig.com/
576,Desert Herald,en,NG,national,nigeria,http://desertherald.com/
577,Economic Confidential,en,NG,national,nigeria,http://economicconfidential.com/
578,The Copenhagen Post,en,DK,national,denmark,http://cphpost.dk/
579,The Swedish Wire,en,SE,national,sweden,http://www.swedishwire.com/
58,Yle News,en,FI,national,finland,http://yle.fi/
580,The Nordic Page,en,NO,national,norway,http://www.tnp.no/
581,Norway Today,en,NO,national,norway,http://norwaytoday.info/
582,The Foreigner Norway,en,NO,national,norway,http://theforeigner.no/
583,Aftenbladet,en,NO,global,world,http://www.aftenbladet.no/
584,Second Nexus,en,US,global,world,http://secondnexus.com/
585,Newstalk,en,NZ,national,new zealand,http://www.newstalkzb.co.nz/
586,Business Daily Africa,en,KE,regional,africa,http://www.businessdailyafrica.com/
587,A1 Plus,en,AM,national,armenia,http://en.a1plus.am
588,IFEX,en,TN,national,tunesia,http://www.ifex.org/
589,Civil,en,GE,national,georgia,http://www.civil.ge/eng/
59,Anadolu Agency,en,TR,global,world,https://www.aa.com.tr/
590,Army Technology,en,US,national,united states,http://www.army-technology.com/
591,Eurasianet,en,US,regional,EMEA,http://www.eurasianet.org/
592,Egypt Independent,en,EG,global,world,http://www.egyptindependent.com/
593,Art Matters,en,KE,regional,africa,http://artmatters.info/
594,Privacy International,en,GB,global,world,https://www.privacyinternational.org/
595,National News Bureau of Thailand,en,TH,national,thailand,http://thainews.prd.go.th/
596,Clacton and Frition Gazette,en,GB,national,united kingdom,http://www.clactonandfrintongazette.co.uk/
597,Kazakh TV,en,KZ,national,kazahkstan,http://kazakh-tv.kz/en/mainpage/index
598,Georgia and World,en,GE,global,world,http://geworld.net/NEW/en/
599,Panorama,en,AM,national,armenia,http://www.panorama.am/en/
6,Trends News Agency,en,AZ,global,world,http://en.trend.az/
60,The Guardian,en,GB,global,world,https://www.theguardian.com/
600,Belarus Today,en,BY,national,belarus,http://belarustoday.info/
601,Belarus News,en,BY,national,belarus,http://eng.belta.by/
602,Interfax Ukraine,en,UA,national,ukraine,http://en.interfax.com.ua/
603,Radio Free Europe,en,CZ,national,czech republic,http://www.rferl.org/
604,The Irrawaddy,en,TH,national,thailand,http://www.irrawaddy.com/
605,Arm Info,en,AM,national,armenia,http://www.arminfo.info/
606,Focus Taiwan,en,TW,national,taiwan,http://focustaiwan.tw/
607,Cafe Babel,en,GB,global,world,http://www.cafebabel.co.uk/
608,Internews,en,US,regional,africa,http://www.internews.org/
609,Romania Press,en,RO,national,romania,http://www.romaniapress.com/
61,The Washinton Post,en,US,global,world,https://www.washingtonpost.com/
610,Euroactiv,en,BE,regional,europe,http://www.euractiv.com/
611,JOC,en,US,global,world,http://www.joc.com/
612,Tamilnet,en,LK,national,sri lanka,http://www.tamilnet.com/
613,The Irish World,en,IE,national,ireland,http://www.theirishworld.com/
614,La Gazetta del Mezzogiorno,en,IT,global,world,http://www.lagazzettadelmezzogiorno.it/
615,Middle East Online,en,GB,regional,EMEA,http://www.middle-east-online.com/
616,ERR News,en,EE,global,world,http://news.err.ee/
617,Western Telegraph,en,GB,national,united kingdom,http://www.westerntelegraph.co.uk/
618,The Reykjavik Grapevine,en,IS,national,iceland,http://grapevine.is/
619,The Visitor,en,GB,national,united kingdom,http://www.thevisitor.co.uk/
62,Seeking Alpha,en,US,global,world,http://seekingalpha.com/
620,The Argus,en,GB,national,united kingdom,http://www.theargus.co.uk/
621,CPI Financial,en,AE,global,world,http://www.cpifinancial.net/
622,The Palestinian Information Center,en,PS,national,palestine,https://english.palinfo.com/
623,TASS,en,RU,global,world,http://tass.com/
624,Centre for Aviation,en,AU,global,world,http://centreforaviation.com/
625,Public Radio International,en,US,global,world,http://www.pri.org/
626,Daily Record,en,GB,global,world,http://www.dailyrecord.co.uk/
627,Ya Libnan,en,LB,global,world,http://yalibnan.com/
628,FriedlNews,en,AT,global,world,http://www.friedlnews.com/
629,UN Dispatch,en,US,global,world,http://www.undispatch.com/
63,Scientific American,en,US,global,world,https://www.scientificamerican.com/
630,Hot News,en,RO,national,romania,http://english.hotnews.ro/
631,Cyprus Mail,en,CY,global,world,http://cyprus-mail.com/
632,Farming Life,en,GB,national,united kingdom,http://www.farminglife.com/
633,Washington Examiner,en,US,national,united states,http://www.washingtonexaminer.com/
634,The Nation,en,US,global,world,https://www.thenation.com/
635,News Letter ,en,GB,national,united kingdom,http://www.newsletter.co.uk/
636,Homeland Security News Wire,en,US,national,united states,http://www.homelandsecuritynewswire.com/
637,In Cyprus,en,CY,global,world,http://in-cyprus.com/
638,Money Week,en,GB,global,world,http://moneyweek.com/
639,Jakarta Globe,en,ID,global,world,http://jakartaglobe.id/
64,Canal 52,es,MX,global,world,http://52mx.tv/
640,The Slovak Spectator,en,SK,global,world,http://spectator.sme.sk/
641,Associated Press of Pakistan,en,PK,global,world,http://www.app.com.pk/
642,Kuwait News Agency,en,KW,global,world,http://www.kuna.net.kw/
643,Pacific Island Report,en,US,national,united states,http://www.pireport.org/
644,Famagusta Gazette,en,CY,global,world,http://famagusta-gazette.com/
645,Tripoli Post,en,LY,national,libya,http://www.tripolipost.com/
646,Kuam News,en,GU,national,guam,http://www.kuam.com/
647,Luxemburger Wort,en,LU,global,world,http://www.wort.lu/en
648,Tech Crunch,en,US,global,world,https://techcrunch.com/
649,Planet Tonga,en,TO,national,tonga,http://www.planet-tonga.com/
65,China Labor Watch,en,CN,national,china,http://www.chinalaborwatch.org/
650,Phantis,en,GR,global,world,http://www.phantis.com/
651,ARKA,en,AM,global,world,http://arka.am/en/
652,The Malta Independent,en,MT,global,world,http://www.independent.com.mt/
653,Strabroek News,en,GY,national,guyana,http://www.stabroeknews.com/
654,972 Magazine ,en,IL,national,israel,https://972mag.com/
655,The Montserrat Reporter,en,MS,national,montserrat,https://themontserratreporter.com/
656,Ambergris Today,en,BZ,national,belize,http://www.ambergristoday.com/
657,Slingo Weekender,en,IE,national,ireland,http://sligoweekender.ie/
658,Caribarena,en,AG,national,antigua,http://www.caribantigua.com/
659,Zodiak Malawi,en,MW,national,malawi,http://zodiakmalawi.com/
66,Business of Fashion,en,US,global,world,https://www.businessoffashion.com/
660,Trade Arabia,en,BH,global,world,http://www.tradearabia.com/
661,KIMT,en,US,national,united states,http://kimt.com/
662,The Age,en,AU,global,world,http://www.theage.com.au/
663,Daily Maverick,en,ZA,global,world,https://www.dailymaverick.co.za/
664,The Himalayan,en,NP,global,world,http://thehimalayantimes.com/
665,TriState Update,en,US,national,united states,http://www.tristateupdate.com/
666,Pakistan Tribune,en,PK,global,world,http://www.pakistantribune.com.pk/
667,Zambia Daily Nation,en,ZM,national,zambia,https://zambiadailynation.com/
668,The Costa Rica News,en,CR,national,costa rica,http://thecostaricanews.com/
669,IAM Magazine,en,CA,global,world,http://www.iam-media.com/
67,Brand Channel,en,US,global,world,http://www.brandchannel.com/
670,Insider Zim,en,ZW,national,zimbabwe,http://www.insiderzim.com/
671,Maldives Independent,en,MV,national,maldives,http://maldivesindependent.com/
672,Boston.com,en,US,national,united states,http://www.boston.com/
673,Asbarez,en,AM,national,armenia,http://asbarez.com/
674,Chester Standard,en,GB,national,united kingdom,http://www.chesterstandard.co.uk/
675,The Meir Amit Intelligence and Terrorism Information Center,en,IL,global,world,http://www.terrorism-info.org.il/
676,Metro Eireann,en,IE,global,world,http://metroeireann.com/
677,Unian ,en,UA,national,ukraine,http://www.unian.info/
678,HTS St Lucia,en,LC,national,saint lucia,http://htsstlucia.org/
679,Clare FM,en,IE,national,ireland,http://www.clare.fm/
68,The Fashion Law,en,US,global,world,http://www.thefashionlaw.com/
680,Kuwait Times,en,KW,global,world,http://news.kuwaittimes.net/
681,DNA India,en,IN,global,world,http://www.dnaindia.com/
682,Shannonside,en,IE,national,ireland,http://shannonside.ie/
683,Salisbury Journal,en,GB,national,united kingdom,http://www.salisburyjournal.co.uk/
684,Kaieteur News,en,GY,national,guyana,http://www.kaieteurnewsonline.com/
685,Messenger Inquirer,en,KY,national,cayman islands,http://www.messenger-inquirer.com/
686,12 News,en,US,national,united states,http://www.12news.com/
687,Weekly Blitz,en,BG,global,world,http://www.weeklyblitz.net/
688,Guyana Chronicle,en,GY,national,guyana,http://guyanachronicle.com/
689,DCist,en,US,national,united states,http://dcist.com/
69,techcrunch,en,US,global,world,http://techcrunch.com/
690,Azernews,en,AZ,global,world,http://www.azernews.az/
691,Islamic Republic News Agency,en,IR,national,iran,http://www.irna.ir/en/
692,The Tico Times,en,CR,national,costa rica,http://www.ticotimes.net/
693,Vieuws,en,BE,regional,european union,http://www.vieuws.eu/
694,Lancaster Bee,en,US,national,united states,http://www.lancasterbee.com/
695,Uz Report,en,UZ,national,uzbekistan,http://uzreport.uz/
696,Daily Post,en,NG,national,nigeria,http://dailypost.ng/
697,Daily Star Lebanon,en,LB,global,world,http://www.dailystar.com.lb/
698,The Milli Gazette,en,IN,national,india,http://www.milligazette.com/
699,Latin America Herald Tribune,en,VE,regional,latin america,http://www.laht.com/index.asp
7,Associated Press,en,US,global,world,http://hosted.ap.org/
70,International Business Times US,en,US,global,world,http://www.ibtimes.com/
700,Emirates 24/7,en,AE,national,united arab emirates,http://www.emirates247.com/
701,Honolulu Star-Advertiser,en,US,national,united states,http://www.staradvertiser.com/
702,Mining News,en,AU,national,australia,http://www.miningnews.net/
703,The Palestine Chronicle,en,PS,national,palestine,http://www.palestinechronicle.com/
704,The Mindanao Examiner,en,PH,national,phillippines,http://mindanaoexaminer.com/
705,Asia Plus,en,TJ,national,tajikistan,http://news.tj/en
706,Wood Tv,en,US,national,united states,http://woodtv.com/
707,Tax News,en,GB,global,world,http://www.tax-news.com/
708,Lesotho Times,en,LS,national,lesotho,http://lestimes.com/
709,The Independent Uganda,en,UG,national,uganda,https://www.independent.co.ug/
71,International Business Times UK,en,GB,global,world,http://www.ibtimes.co.uk/
710,Yemen Times,en,YE,national,yemen,http://www.yementimes.com/
711,Spice Islander,en,GD,national,grenada,http://spiceislander.com/
712,First Post,en,IN,global,world,http://www.firstpost.com/
713,Pulse,en,NG,national,nigeria,http://pulse.ng/
714,Sport Fishing,en,US,national,united states,http://www.sportfishingmag.com/
715,Kent Online,en,GB,national,united kingdom,http://www.kentonline.co.uk/
716,The Messenger Online,en,GE,national,georgia,http://www.messenger.com.ge/
717,Haitian Truth,en,HT,national,haiti,http://www.haitian-truth.org/
718,World Fishing & Aquaculture,en,GB,global,world,http://www.worldfishing.net/
719,Hiawatha World Online,en,US,national,united states,http://www.hiawathaworldonline.com/
72,cnbc,en,US,global,world,http://www.cnbc.com/
720,Standard Times Press,en,SL,national,sierra leone,http://standardtimespress.org/
721,Granada Informer,en,GD,national,grenada,http://www.thegrenadainformer.com/
722,Seatrade Maritime News,en,GB,global,world,http://www.seatrade-maritime.com/
723,Knight News,en,US,national,united states,http://knightnews.com/
724,The Economic Times,en,IN,global,world,http://economictimes.indiatimes.com/
725,Europe's World,en,BE,regional,europe,http://europesworld.org/
726,The Post Lesotho,en,LS,national,lesotho,http://www.thepost.co.ls/
727,Republica Democratica de Timor-Leste,en,TL,national,east timor,http://timor-leste.gov.tl/
728,The Africa Report,en,FR,regional,africa,http://www.theafricareport.com/
729,The Nation,en,PK,national,pakistan,http://nation.com.pk/
73,Financial Times INTL,en,GB,global,world,http://www.ft.com/
730,Cameroon Online,en,CM,national,cameroon,http://www.cameroononline.org/
731,Sun Star,en,PH,national,phillippines,http://www.sunstar.com.ph/
732,Jamaica Information Service,en,JM,national,jamaica,http://jis.gov.jm/
733,BNO News,en,US,global,world,http://bnonews.com/
734,Rediff,en,IN,national,india,http://www.rediff.com/
735,Jeberti,en,ER,national,eritrea,http://www.jeberti.com/en/
736,St Lucia Star,en,LC,national,saint lucia,http://stluciastar.com/
737,The Daily,en,CZ,national,czech republic,http://www.thedaily.cz/
738,The Northern Echo,en,GB,national,united kingdom,http://www.thenorthernecho.co.uk/
739,The Korea Times,en,KR,global,world,http://www.koreatimes.co.kr/
74,Fast Company,en,US,national,usa,http://www.fastcompany.com/
740,The Dominican,en,DO,national,dominican republic,http://www.thedominican.net/
741,Bermuda Sun,en,BM,national,bermuda,http://www.bermudasun.org/
742,Minnesota Public Radio,en,US,national,united states,http://www.mprnews.org/
743,The Namibian,en,,national,namibia,http://www.namibian.com.na/
744,Oviation International,en,GH,global,world,http://ovationinternational.com/
745,WBTV,en,US,national,united states,http://www.wbtv.com/
746,The St Kitts and Nevis Observer,en,KN,national,saint kitts and nevis,http://www.thestkittsnevisobserver.com/
747,Sudan Vision Daily,en,SD,national,sudan,http://news.sudanvisiondaily.com/
748,INSEC Online,en,NP,national,nepal,http://inseconline.org/en/
749,Sunday World,en,IE,national,ireland,http://www.sundayworld.com/
75,The Toronto Star,en,CA,global,world,https://www.thestar.com/
750,Donegal Democrat,en,IE,national,ireland,http://www.donegaldemocrat.ie/
751,The Bahama Journal,en,BS,national,bahamas,http://jonesbahamas.com/
752,The Daily Star Bangladesh,en,BD,global,world,http://www.thedailystar.net/
753,World Nuclear News,en,GB,global,world,http://www.world-nuclear-news.org/
754,EU Inside,en,BG,regional,europe,http://www.euinside.eu/
755,World Maritime News,en,NL,global,world,http://worldmaritimenews.com/
756,Zambia Reports,en,ZM,national,zambia,https://zambiareports.com/
757,Pakistan Observer,en,PK,global,world,http://pakobserver.net/
758,The Diamond Loupe,en,NL,global,world,http://www.thediamondloupe.com/
759,Public Technology,en,GB,national,united kingdom,http://www.publictechnology.net/
76,France 24 (en),en,FR,global,world,http://www.france24.com/
760,The Cameroon Daily Journal,en,CM,national,cameroon,http://cameroonjournal.com/
761,24Tanzania,en,TZ,national,tanzania,http://24tanzania.com/
762,The Point,en,GM,national,gambia,http://thepoint.gm/
763,Swazi Observer,en,SZ,national,swaziland,http://www.observer.org.sz/
764,International Atomic Energy Agency,en,AT,global,world,https://www.iaea.org/
765,Tehran Times,en,IR,national,iran,http://tehrantimes.com/
766,eCanada Now,en,CA,national,canada,http://www.ecanadanow.com/
767,Air Transport World,en,US,global,world,http://atwonline.com/
768,The Leader,en,ES,national,spain,http://www.theleader.info/
769,The Railway Magazine,en,GB,national,united kingdom,http://www.railwaymagazine.co.uk/
77,SABC,en,ZA,global,world,http://www.sabc.co.za/
770,Tidal Today,en,IE,global,world,http://analysis.tidaltoday.com/
771,Electronics Components World,en,US,global,world,http://electronicscomponentsworld.com/
772,Colombo Page,en,LK,national,sri lanka,http://www.colombopage.com/
773,The Northern Miner,en,CA,global,world,http://www.northernminer.com/
774,Gurtong,en,SS,national,south sudan,http://www.gurtong.net/
775,Radio Tamazuj,en,SD,national,sudan,https://radiotamazuj.org/
776,Global Research,en,CA,global,world,http://www.globalresearch.ca/
777,Business Day,en,ZA,global,world,http://www.businesslive.co.za/
778,IMPEL (European Union Network for the Implementation and Enforcement of Environmental Law),en,BE,regional,europe,http://www.impel.eu/
779,Frontpage Magazine,en,US,national,united states,http://www.frontpagemag.com/
78,Punch,en,NG,global,world,http://www.punchng.com/
780,Sudan Tribune,en,SD,national,sudan,http://www.sudantribune.com/
781,Global Voices,en,NL,global,world,https://globalvoices.org/
782,Leinster Reader,en,IE,national,ireland,http://www.leinsterleader.ie/
783,Capital FM,en,KE,global,world,http://www.capitalfm.co.ke/
784,Lancaster Guardian,en,GB,national,united kingdom,http://www.lancasterguardian.co.uk/
785,Great Lakes Voice,en,RW,national,rwanda,http://greatlakesvoice.com/
786,NBC Radio,en,VC,national,saint vincent and the grenadines,http://www.nbcsvg.com/
787,Agence Kampuchea Presse,en,KH,national,cambodia,http://www.akp.gov.kh/
788,The Zimbabwean,en,ZW,national,zimbabwe,http://thezimbabwean.co/
789,News Day,en,ZW,national,zimbabwe,https://www.newsday.co.zw/
79,ABC au,en,AU,national,australia,http://www.abc.net.au/
790,Gulf Times,en,QA,national,qatar,http://www.gulf-times.com/
791,Vanguard News,en,NG,national,nigeria,http://www.vanguardngr.com/
792,Institute for Science and International Security,en,US,global,world,http://www.isis-online.org/
793,Mail and Guardian,en,ZA,global,world,http://mg.co.za/
794,Mining Engineering,en,US,global,world,http://me.smenet.org/
795,Asia One,en,SG,regional,asia,http://www.asiaone.com/
796,Havana Times,en,CU,national,cuba,http://www.havanatimes.org/
797,FARS News,en,IR,national,iran,http://en.farsnews.com/
798,Mizzima,en,MM,national,myanmar,http://www.mizzima.com/
799,Nippon News,en,JP,national,japan,http://www.nipponnews.net/
8,The Rio Times,en,BR,national,brazil,http://riotimesonline.com/
80,Irish Times,en,IE,global,world,http://www.irishtimes.com/
800,Public Radoin of Armenia,en,AM,national,armenia,http://www.armradio.am/
801,ARA News,en,SY,national,syria,http://aranews.net/
802,Japan Update,en,JP,national,japan,http://www.japanupdate.com/
803,The Herts Advertiser,en,GB,national,united kingdom,http://www.hertsad.co.uk/
804,Vietnam Net,en,VN,national,vietnam,http://english.vietnamnet.vn/
805,BD News24,en,BD,national,bangladesh,http://bdnews24.com/
806,Agencia EFE,en,ES,global,world,http://www.efe.com/efe/english/4
807,The Baltimore Sun,en,US,national,united states,http://www.baltimoresun.com/
808,Herald Argus,en,US,national,united states,http://www.heraldargus.com/
809,Mmegi Online,en,BW,national,botswana,http://www.mmegi.bw/
81,Business Standard,en,IN,global,world,http://www.business-standard.com/
810,The Northern Standard,en,IE,national,ireland,http://www.northernstandard.ie/
811,Tradewinds News,en,US,global,world,http://www.tradewindsnews.com/
812,The Nigerian Observer,en,NG,national,nigeria,http://nigerianobservernews.com/
813,Beta News,en,US,national,united states,https://betanews.com/
814,DISCOVER Magazine,en,us,global,world,http://discovermagazine.com/
815,Gizmodo,en,us,global,world,http://gizmodo.com/
816,io9,en,us,global,world,http://io9.gizmodo.com/
817,Mashable,en,us,global,world,http://mashable.com/
818,New York Post,en,us,global,world,http://nypost.com/
819,People Magazine,en,us,global,world,http://people.com/
82,Medecins sans frontieres,en,CH,global,world,http://www.msf.org/
820,Pitchfork,en,us,global,world,http://pitchfork.com/
821,Seed Magazine,en,us,global,world,http://seedmagazine.com/
822,Talking Points Memo,en,us,global,world,http://talkingpointsmemo.com/
823,Time Magazine,en,us,global,world,http://time.com/
824,Adweek,en,us,global,world,http://www.adweek.com/
825,Arizona Central,en,us,regional,"Arizona, USA",http://www.azcentral.com/
826,Bild,de,de,global,world,http://www.bild.de/
827,Billboard,en,us,global,world,http://www.billboard.com/
828,East Bay Times,en,us,global,world,http://www.eastbaytimes.com/
829,Empire Magazine,en,us,global,world,http://www.empireonline.com/
83,Reporters sans Frontieres,en,FR,global,world,https://rsf.org/
830,E! Magazine,en,us,global,world,http://www.eonline.com/
831,ESPN,en,us,global,world,http://www.espn.com/
832,Frankfurter Algemeine Zeitung,de,de,global,world,http://www.faz.net/
833,Fox News,en,us,global,world,http://www.foxnews.com/
834,Frankfurter Rundschau,de,de,local,"Frankfurt, DE",http://www.fr.de/
835,Detroit Free Press,en,us,local,"Detroit, USA",http://www.freep.com/
836,InStyle,en,us,global,world,http://www.instyle.co.uk/
837,Lifehacker,en,us,global,world,http://www.lifehacker.co.uk/
838,McKinsey Quarterly,en,us,global,world,http://www.mckinsey.com/
839,Mercury News,en,us,regional,"California, USA",http://www.mercurynews.com/
84,World Wildlife Fund,en,CH,global,world,http://www.worldwildlife.org/
840,The Mirror,uk,uk,global,world,http://www.mirror.co.uk/
841,MSNBC,en,us,global,world,http://www.msnbc.com/
842,MTV,en,us,global,world,http://www.mtv.com/
843,National Geographic,en,us,global,world,http://www.nationalgeographic.com/
844,Nielsen Wire,en,us,global,world,http://www.nielsen.com/
845,The Oregonian,en,us,global,world,http://www.oregonlive.com/
846,Philly Inquirer,en,us,local,"Philadelphia, USA",http://www.philly.com/
847,Rolling Stone,en,us,global,world,http://www.rollingstone.com/
848,San Diego The Union-Tribune,en,us,local,"San Diego, USA",http://www.sandiegouniontribune.com/
849,Science Channel,en,us,global,world,http://www.sciencechannel.com/
85,Oxfam,en,GB,global,world,https://www.oxfam.org/
850,SFGate,en,us,local,"San Francisco, USA",http://www.sfgate.com/
851,Social Media Today,en,us,global,world,http://www.socialmediatoday.com/
852,StarTribune,en,us,regional,"Minnesota, USA",http://www.startribune.com/
853,Stern,de,de,global,world,http://www.stern.de/
854,Taz,de,de,global,world,http://www.taz.de/
855,Tampa Bay Times,en,us,local,"Tampa, USA",http://www.tbo.com/
856,US Weekly,en,us,global,world,http://www.usmagazine.com/
857,Vanity Fair,en,us,global,world,http://www.vanityfair.com/
858,Die Zeit,de,de,global,world,http://www.zeit.de/
859,Ars Technica,en,us,global,world,https://arstechnica.com/
86,Friends of the Earth,en,NL,global,world,http://www.foei.org/
860,Harvard Business Review,en,us,global,world,https://hbr.org/
861,Dallas News,en,us,local,"Dallas, USA",https://www.dallasnews.com/
862,Engadget,en,us,global,world,https://www.engadget.com/
863,Fast Company,en,us,global,world,https://www.fastcompany.com/
864,Financial Times,en,us,global,world,https://www.ft.com/
865,New Scientist,en,us,global,world,https://www.newscientist.com/
866,New York Times,en,us,global,world,https://www.nytimes.com/
867,Science News,en,us,global,world,https://www.sciencenews.org/
868,The Sun,uk,uk,global,world,https://www.thesun.co.uk/
869,Times Magazine,en,us,global,world,https://www.thetimes.co.uk/
87,Amnesty International,en,GB,global,world,https://www.amnesty.org/
870,USA Today,en,us,global,world,https://www.usatoday.com/
871,World Economic Forum,en,us,global,world,https://www.weforum.org/
872,Die Welt,de,de,global,world,https://www.welt.de/
873,The White House,en,us,global,world,https://www.whitehouse.gov/
874,Wired,en,us,global,world,https://www.wired.com/
875,Wall Street Journal,en,us,global,world,https://www.wsj.com/
876,Yahoo! News,en,us,global,world,https://yahoo.com/
88,Global Environment Facility,en,US,global,world,https://www.thegef.org/
89,United Nations Environment Programme,en,KE,global,world,http://www.unep.org/
9,Al Jazeera (en),en,QA,global,world,http://www.aljazeera.com/
90,European Environment Agency,en,DK,global,world,http://www.eea.europa.eu/
91,Food and Agriculture Organization,en,IT,global,world,http://www.fao.org/
92,Unicef,en,US,global,world,http://www.unicef.org/
93,Transparency International,en,DE,global,world,http://www.transparency.org/
94,Conservation International,en,US,global,world,http://www.conservation.org/
